回答,送信完了：,コース,グループ,ID,フルネーム,管理者用ユーザ,Q00_経験調査,"Q00_Q2_if_(200,200)","Q00_Q2_if_(180,200)","Q00_Q2_if_(200,170)","Q00_Q2_if_(220,200)","Q00_Q2_if_(190,210)",Q00_age,Q00_sex,Q00_area,Q00_familyhouse,Q00_consensus
2728609,"2024/04/19 13:03:42",産業組織論　０１,,,匿名209,,"2 : 過去半年から１年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2728849,"2024/04/19 13:43:27",産業組織論　０１,,,匿名210,,"2 : 過去半年から１年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2743174,"2024/04/23 14:43:56",産業組織論　０１,,,匿名211,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","5 : 近畿地方",0,1
2730061,"2024/04/19 16:20:09",産業組織論　０１,,,匿名212,,"4 : 食べたことがない","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"1 : 男性","5 : 近畿地方",1,1
2731769,"2024/04/20 01:06:09",産業組織論　０１,,,匿名213,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2742040,"2024/04/23 10:53:41",産業組織論　０１,,,匿名214,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",0,1
2728817,"2024/04/19 13:37:35",産業組織論　０１,,,匿名215,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","5 : 近畿地方",0,1
2742708,"2024/04/23 13:19:53",産業組織論　０１,,,匿名216,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2731623,"2024/04/19 23:48:25",産業組織論　０１,,,匿名217,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",20,"2 : 女性","3 : 関東地方",1,1
2738533,"2024/04/22 15:11:07",産業組織論　０１,,,匿名218,,"1 : 過去半年以内","3 : どちらも買わない","3 : どちらも買わない","2 : たけのこの里を買う","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2729765,"2024/04/19 15:22:28",産業組織論　０１,,,匿名219,,"3 : １年以上前","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2736275,"2024/04/22 00:04:54",産業組織論　０１,,,匿名220,,"3 : １年以上前","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2736594,"2024/04/22 09:06:48",産業組織論　０１,,,匿名221,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2736979,"2024/04/22 11:16:36",産業組織論　０１,,,匿名222,,"4 : 食べたことがない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","1 : 北海道地方",0,1
2738762,"2024/04/22 15:49:36",産業組織論　０１,,,匿名223,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2728645,"2024/04/19 13:11:08",産業組織論　０１,,,匿名224,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","3 : どちらも買わない","1 : きのこの山を買う",20,"2 : 女性","3 : 関東地方",1,1
2730616,"2024/04/19 17:34:43",産業組織論　０１,,,匿名225,,"2 : 過去半年から１年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2728617,"2024/04/19 13:07:54",産業組織論　０１,,,匿名226,,"2 : 過去半年から１年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2728713,"2024/04/19 13:23:53",産業組織論　０１,,,匿名227,,"1 : 過去半年以内","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2749920,"2024/04/24 21:56:27",産業組織論　０１,,,匿名228,,"1 : 過去半年以内","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2728653,"2024/04/19 13:12:23",産業組織論　０１,,,匿名229,,"1 : 過去半年以内","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2742567,"2024/04/23 12:43:16",産業組織論　０１,,,匿名230,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"1 : 男性","3 : 関東地方",1,1
2728941,"2024/04/19 14:00:50",産業組織論　０１,,,匿名231,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2731134,"2024/04/19 19:48:31",産業組織論　０１,,,匿名232,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",24,"2 : 女性","9 : 海外",0,1
2731204,"2024/04/19 20:33:00",産業組織論　０１,,,匿名233,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",1,1
2749240,"2024/04/24 17:58:49",産業組織論　０１,,,匿名234,,"2 : 過去半年から１年以内","2 : たけのこの里を買う","3 : どちらも買わない","2 : たけのこの里を買う","2 : たけのこの里を買う","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2733866,"2024/04/21 03:00:14",産業組織論　０１,,,匿名235,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","9 : 海外",1,1
2736652,"2024/04/22 09:44:32",産業組織論　０１,,,匿名236,,"1 : 過去半年以内","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","3 : どちらも買わない",19,"1 : 男性","3 : 関東地方",1,1
2729782,"2024/04/19 15:24:32",産業組織論　０１,,,匿名237,,"1 : 過去半年以内","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","2 : たけのこの里を買う",19,"2 : 女性","3 : 関東地方",0,1
2730530,"2024/04/19 17:13:30",産業組織論　０１,,,匿名238,,"1 : 過去半年以内","3 : どちらも買わない","3 : どちらも買わない","2 : たけのこの里を買う","2 : たけのこの里を買う","3 : どちらも買わない",19,"2 : 女性","3 : 関東地方",1,1
2749831,"2024/04/24 21:28:07",産業組織論　０１,,,匿名239,,"1 : 過去半年以内","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
2737566,"2024/04/22 13:25:39",産業組織論　０１,,,匿名240,,"3 : １年以上前","2 : たけのこの里を買う","1 : きのこの山を買う","2 : たけのこの里を買う","2 : たけのこの里を買う","1 : きのこの山を買う",19,"2 : 女性","3 : 関東地方",0,1
2749859,"2024/04/24 21:37:43",産業組織論　０１,,,匿名241,,"1 : 過去半年以内","1 : きのこの山を買う","1 : きのこの山を買う","3 : どちらも買わない","3 : どちらも買わない","1 : きのこの山を買う",20,"1 : 男性","9 : 海外",1,1
2730179,"2024/04/19 16:43:35",産業組織論　０１,,,匿名242,,"2 : 過去半年から１年以内","1 : きのこの山を買う","1 : きのこの山を買う","3 : どちらも買わない","3 : どちらも買わない","1 : きのこの山を買う",20,"1 : 男性","4 : 中部地方",0,1
2728724,"2024/04/19 13:26:31",産業組織論　０１,,,匿名243,,"2 : 過去半年から１年以内","3 : どちらも買わない","1 : きのこの山を買う","2 : たけのこの里を買う","3 : どちらも買わない","1 : きのこの山を買う",19,"1 : 男性","3 : 関東地方",1,1
